Product URL,Product Name,Product Price,Rating,Number of reviews,Description,ASIN,Product Dimensions,Manufacturer
https://amazon.in/STRABO-Cooper-Laptop-Bag-Capacity/dp/B0BX9V66C9/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1692657710&sprefix=ba%2Caps%2C283&sr=8-160,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",₹699,4.3 out of 5 stars,67 ratings,"   Care Instructions: Hand Wash Only    One Main compartment and Laptop Compartment with front pocket & 2 side bottle sleeves    Dimensions 45 x 32 x 17 cm    Capacity 20L    Premium YKK zippers    
",B0BX9V66C9,31 x 14 x 43 cm; 380 Grams,STRABO BAGS AND ACCESSORIES LLP
https://amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1692657710&sprefix=ba%2Caps%2C283&sr=8-161,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹630,4.0 out of 5 stars,930 ratings,"   COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g    HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use    CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.    
",B0BL3S5NC1,18 x 12 x 7 cm; 499 Grams,Northzone
https://amazon.in/American-Tourister-Unisex-Laptop-Backpack/dp/B0C8649NY8/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1692657710&sprefix=ba%2Caps%2C283&sr=8-162,"American Tourister SHAW Unisex Laptop Backpack - Teal, Unisex, 17'' Laptop Compatible with Multi-Level Organizer and External Bottle Pocket","₹1,689",3.3 out of 5 stars,10 ratings,"   Care Instructions: Hand Wash Only    Comfortable Laptop Backpack    
",B0C8649NY8,20 x 30.5 x 47.5 cm; 490 Grams,"IFF, INDIA"
https://amazon.in/Crossbody-Waterproof-Daypack-Charging-Locomotive/dp/B0BCQ762R6/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1692657710&sprefix=ba%2Caps%2C283&sr=8-163,HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag,"₹1,199",4.3 out of 5 stars,79 ratings,"   Zipper closure    [Anti Theft Lock]: Main compartment of the anti theft backpack with lockable zipper design,convenient for locking your valuables. Hidden anti-theft pocket on the back of this business backpack, protects your items from thieves. The surface of the package is printed with reflective design, and the night warning is safer.    [Multi Storage Area]: Mens Crossbody Bags has a main compartment for your clothes, books, lunchbox and other daily necessities. With several functional pockets, you can hold your small items perfectly, such as coins, cell phone, keys, pens, etc. Side pockets for quick access to your daily items.    [Usb Charging Port]: This Men's Women's crossbody sling backpack comes with a usb charging port(power bank not included), for charging electronic devices via connecting your own power bank. You can charge your devices hands-free on the go at anywhere and anytime outdoor activities and daily use.    [Advanced Materials]: Our sling bag is made of high-density oxford fabric, waterproof and wear-resistant. Breathable and decompression carrying system, heat dissipation, ventilation, shock absorption. It's more comfortable carrying a heavy load, relieves the stress of your shoulder. Offering your back plenty of cushioned comfort.    [Multi-Functional] : Stylish, Unisex and Effective. Can be used messenger bag / shoulder bag / cross body backpack / casual day pack / sling bag / chest bag / travel bag / perfect for daily use at anywhere for school, camping, hiking, vacation, travel, trekking, mountaineering, weekend getaway, cycling, overnight trip.    
",B0BCQ762R6,30.48 x 7.62 x 15.24 cm; 453.59 Grams,HOXSURY
https://amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_164_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1692657710&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-164,Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"₹1,840",4.4 out of 5 stars,"1,222 ratings","   Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant; Dimensions: 35 cms x 19 cms x 47 cms (LxWxH)    Front pocket and front-top pocket for easy access to documents and travel liquids; main upper packing compartment with organizer, expandable storage space, and key clip; hide-away water-bottle pocket; tuck-away I pocket    Number of compartments: 2    Laptop Compatibility: Yes, Size: 16 inches    Light Weight    Durable    
   Padded Shoulders Warranty Type: Manufacturer; 5 years domestic warranty   Show More  ",Wildcraft,No,23 July 2015
https://amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NDU5MjI2NzcyNTk3OjE2OTI2NTc3MTA6c3BfYnRmOjMwMDAxMTIwOTMxODQzMjo6MDo6&url=%2FPinklips-Shopping-Blackpink-Laptop-Backpack%2Fdp%2FB0B7DL5GMY%2Fref%3Dsr_1_165_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657710%26sprefix%3Dba%252Caps%252C283%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Pinklips Shopping korean band boys girls Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_777,"₹1,399",3.7 out of 5 stars,39 ratings,"   Care Instructions: Machine Wash    Made of superior polyester material, durable and practical to use; Thicken breathable strap design and adjustable shoulder padded straps, comfortable to carry<br> <br>    Large capacity design of the bag, most of your daily necessities can be loaded.<br> <br>    Package Content : 1- Casual Laptop/School Bagpack, 1-Medium Size Shoulder/Side Bag, 1-Pencil/Makeup Bag<br> <br>    Closure Type: Zipper Snap; Age Range Description: Kid; Pattern Name: Solid; Subject Character: Disney; Special Features: Laptop Compartment<br> <br>    Style Name: Asian; Age Range Description: Big Kid; Strap Type: Shoulder Strap <br>    
",B0B7DL5GMY,38.1 x 30.48 x 7.62 cm; 400 Grams,Pinklips Shopping
https://amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NDU5MjI2NzcyNTk3OjE2OTI2NTc3MTA6c3BfYnRmOjMwMDAwNTkxNzkwODkzMjo6MDo6&url=%2Fuppercase-Backpack-1800EBP2-resistant-sustainable%2Fdp%2FB0BQYJ8WP5%2Fref%3Dsr_1_166_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657710%26sprefix%3Dba%252Caps%252C283%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls, 750 Days warranty (Blue)","₹1,350",4.1 out of 5 stars,102 ratings,"   Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material    Padded laptop compartment fits up to 15.6"" laptop, Front Access pocket & Back padding with Air mesh    Compact yet spacious; Wrinkle free bag and 3x more water resistant with Rainproof zippers    Right sized with sturdy stitching; Dimension: (33.5 cm x 16.5 cm x 44.5 cm); Warranty: 750 days international warranty    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)    
",B0BQYJ8WP5,16.5 x 33.5 x 44.5 cm; 400 Grams,Acefour Accessories Pvt. Ltd.
https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTY4NTMxNjE3NTUwNTk3OjE2OTI2NTc4MTU6c3BfYXRmX25leHQ6MzAwMDI5Njc3NjY3MDMyOjowOjo&url=%2FAnansha-Waterproof-Backpack-College-Students-Grey%2Fdp%2FB09VDV92FY%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Anansha Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,₹679,5.0 out of 5 stars,2 ratings,"   Care Instructions: Wipe with Dry Cloth    Completely Waterproof: If you want to ensure safety for your laptop or books and be 100% certain that they stay dry even in a heavy downpour, this waterproof black backpack is the right choice for you. The waterproof cover can be easily folded and kept inside the special zipper compartment provided at the bottom of the laptop bag.    Comfortable to Carry: The Anansha laptop bag with waterproof cover features thick padding in the back that provides the ultimate carrying comfort. The shoulder straps are also padded to lessen the burden while the ingeniously designed straps stay in place and feel lighter on your shoulders. With its 3D ventilated air foam padding, this laptop bag provides aeration and prevents sweating.    Ultimate Organization Capability: The Anansha black unisex backpack has a total of three compartments,  a dedicated laptop compartment for keeping up to a 17-inch laptop, a spacious main compartment for keeping books and other accessories, and a front compartment for keeping other essentials.    Multipurpose Utility: With a large compartment and additional space for organizing essentials, it works as a perfect college back bag or as a travel bag that can fit enough clothes for a shorter trip. You can customize this men’s backpack with adjustable shoulder straps and use it when you’re traveling, carrying clothes, jackets, and other things.    Durable and Sturdy: This waterproof black backpack draws its strength from the sturdy polyester fabric and the heavy zippers that make it one of the most reliable carry-on backpacks. With a durable exterior that is further supported by tough stitching and bartacks on every pressure point, this laptop bag for boys and girls is ideal for off-road adventures or light hikes.    
",B09VDV92FY,49.6 x 36.7 x 6.9 cm; 460 Grams,Meean Enterprises
https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTY4NTMxNjE3NTUwNTk3OjE2OTI2NTc4MTU6c3BfYXRmX25leHQ6MjAwNjM3ODQ0NTgzOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,600",4.0 out of 5 stars,540 ratings,"   Care Instructions: Hand Wash Only    Handcrafted with care and made up of premium quality robust material    
",B0B69M182Q,28.2 x 14.1 x 42.2 cm; 502 Grams,Acefour Accessories Pvt. Ltd.
https://amazon.in/STRABO-Cooper-Laptop-Bag-Capacity/dp/B0BX9V66C9/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-163,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",₹699,4.3 out of 5 stars,67 ratings,"   Care Instructions: Hand Wash Only    One Main compartment and Laptop Compartment with front pocket & 2 side bottle sleeves    Dimensions 45 x 32 x 17 cm    Capacity 20L    Premium YKK zippers    
",B0BX9V66C9,31 x 14 x 43 cm; 380 Grams,STRABO BAGS AND ACCESSORIES LLP
https://amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-164,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹630,4.0 out of 5 stars,930 ratings,"   COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g    HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use    CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.    
",B0BL3S5NC1,18 x 12 x 7 cm; 499 Grams,Northzone
https://amazon.in/American-Tourister-Unisex-Laptop-Backpack/dp/B0C8649NY8/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-165,"American Tourister SHAW Unisex Laptop Backpack - Teal, Unisex, 17'' Laptop Compatible with Multi-Level Organizer and External Bottle Pocket","₹1,689",3.3 out of 5 stars,10 ratings,"   Care Instructions: Hand Wash Only    Comfortable Laptop Backpack    
",B0C8649NY8,20 x 30.5 x 47.5 cm; 490 Grams,"IFF, INDIA"
https://amazon.in/Crossbody-Waterproof-Daypack-Charging-Locomotive/dp/B0BCQ762R6/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-166,HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag,"₹1,199",4.3 out of 5 stars,79 ratings,"   Zipper closure    [Anti Theft Lock]: Main compartment of the anti theft backpack with lockable zipper design,convenient for locking your valuables. Hidden anti-theft pocket on the back of this business backpack, protects your items from thieves. The surface of the package is printed with reflective design, and the night warning is safer.    [Multi Storage Area]: Mens Crossbody Bags has a main compartment for your clothes, books, lunchbox and other daily necessities. With several functional pockets, you can hold your small items perfectly, such as coins, cell phone, keys, pens, etc. Side pockets for quick access to your daily items.    [Usb Charging Port]: This Men's Women's crossbody sling backpack comes with a usb charging port(power bank not included), for charging electronic devices via connecting your own power bank. You can charge your devices hands-free on the go at anywhere and anytime outdoor activities and daily use.    [Advanced Materials]: Our sling bag is made of high-density oxford fabric, waterproof and wear-resistant. Breathable and decompression carrying system, heat dissipation, ventilation, shock absorption. It's more comfortable carrying a heavy load, relieves the stress of your shoulder. Offering your back plenty of cushioned comfort.    [Multi-Functional] : Stylish, Unisex and Effective. Can be used messenger bag / shoulder bag / cross body backpack / casual day pack / sling bag / chest bag / travel bag / perfect for daily use at anywhere for school, camping, hiking, vacation, travel, trekking, mountaineering, weekend getaway, cycling, overnight trip.    
",B0BCQ762R6,30.48 x 7.62 x 15.24 cm; 453.59 Grams,HOXSURY
https://amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_167_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-167,Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"₹1,840",4.4 out of 5 stars,"1,222 ratings","   Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant; Dimensions: 35 cms x 19 cms x 47 cms (LxWxH)    Front pocket and front-top pocket for easy access to documents and travel liquids; main upper packing compartment with organizer, expandable storage space, and key clip; hide-away water-bottle pocket; tuck-away I pocket    Number of compartments: 2    Laptop Compatibility: Yes, Size: 16 inches    Light Weight    Durable    
   Padded Shoulders Warranty Type: Manufacturer; 5 years domestic warranty   Show More  ",Wildcraft,No,23 July 2015
https://amazon.in/Red-Lemon-Plus-Travelling-1908/dp/B0BZSQWLNH/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-168,"Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women55L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack","₹3,999",4.4 out of 5 stars,509 ratings,"   Fits up to 15.6-inch laptops, making it a great choice for students or professionals on the go.    55L capacity offers ample space for all your outdoor and travel essentials, while still being compact enough for everyday use.    Versatile 3-in-1 design lets you use it as an office bag, travel bag, or hiking backpack, making it a great all-purpose bag.    Features a water bottle holder, so you can stay hydrated on the go and keep your water bottle easily accessible.    Durable construction and water-resistant material make this backpack suitable for use in all weather conditions.    
",1908 & 1908 Plus,27 x 34 x 52 cm; 1.65 Kilograms,B0BZSQWLNH
https://amazon.in/Swisslook-Polyester-15-6-inch-Backpack-Waterproof/dp/B07XYTZP4Z/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-169,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Semi Waterproof USB with Anti Theft Pocket Travel Backpack,"₹2,999",4.3 out of 5 stars,"1,777 ratings","   Care Instructions: Hand Wash Only    Material: This bag is made from high quality Nylon with polyester lining which is waterproof.; (Lx W x H) 38 cm x 26.7 cm x 51 cm. Unisex backpack for men and women<br> <br>    Compartments: 4 compartments including 1 main compartment for 15.6 inch laptop, 2 zippers at side, 1 anti-theft zipper at back keeping your wallet, cards and phone safe, 2 additional water pouches, Multiple interior slot pocket for your other belonging such as notebook, tablet, phones, water bottle. USB charging slot with ear phone hole<br> <br>    Capacity: 35-45 litres capacity used for daily office goers. Also used as travelling, hiking, trekking backpack<br> <br>    Accurate air bubbles reduces excess weight and stress by 55 % on your shoulders and Back tough air mesh cushion supports your spinal during long go<br> <br>    Compartment Description: Up To 15 Inches; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult <br>    
",B07XYTZP4Z,38 x 26.7 x 51 cm; 1.22 Kilograms,Red Lemon
https://amazon.in/TRUE-EMPEROR-charging-college-CAPTAIN/dp/B0C6HZDWRQ/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-170,"TRUE HUMAN® EMPEROR 15.6 inch laptop bag with USB charging port Laptop bag,office bag, college bags anti theft (CAPTAIN)",₹649,3.9 out of 5 stars,21 ratings,"   Superior & Durability Made of durable and water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different    Multiple Compartments The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease    USB Charging Port External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices    The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band    Age Range Description: Adult; Style Name:cooper    
",CAPTAIN001,32 x 21 x 6 cm; 740 Grams,B0C6HZDWRQ
https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTY4NTMxNjE3NTUwNTk3OjE2OTI2NTc4MTU6c3BfbXRmOjMwMDAzMTUwMjQ1MTczMjo6MDo6&url=%2FBackpack-Multiple-Compartments-Shoulder-Durable%2Fdp%2FB0C1JW1YN5%2Fref%3Dsr_1_171_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Laptop Backpack Multiple Compartments Padded Shoulder Straps Or Durable Fabric,₹699,,,"   Care Instructions: Hand Wash Only    Outer material: Nylon    Capacity: 40 liters; Weight: 600 grams; Dimensions: 40cms x 20 cms x 14 cms (LxWxH)    Number of compartments: 2    Pocket Description: Utility Pocket; Style Name: Traditional Backpacks Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer    
",B0C1JW1YN5,14 x 20 x 40 cm; 250 Grams,ZaySoo
https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTY4NTMxNjE3NTUwNTk3OjE2OTI2NTc4MTU6c3BfbXRmOjIwMTU5NjI2ODI5Mzk4OjowOjo&url=%2FLaptop-Backpack-Printed-Travel-College%2Fdp%2FB0C5R4PLCR%2Fref%3Dsr_1_172_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Kaka Laptop Cute Backpack Cat Heavy Printed Backpack Travel|School|College,₹499,,,"   Laptop Compartment    Bottle Holder    
",India,19 May 2023,Kaka enterprises
https://amazon.in/Swiss-Military-Travel-Backpack-Hardshell/dp/B0C3MHG797/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-173,"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop","₹3,499",3.9 out of 5 stars,11 ratings,"   Care Instructions: Wipe with Dry Cloth    Unique Diamond Cut ABS Hard-shell Design. Accommodates Upto 15.6"" Laptop.    Kissing Zip Pullers for Locking Mechanism. Separate Compartment for IPad / Notebook.    Velcro Flap to Prevent 180° Opening. Elasticated File / Documents Holder. 180° Opening for Packing / Unpacking Ease. Separate Mesh Zipper Pocket for Accessories.    Spacious Garments / Files Pocket for Overnight Travel. Miscellaneous Storage pockets for organizing ease.    Premium Padded Back Mesh Panel for Extra Comfort. Adjustable Shoulder Strap for Comfort Fit. Comfort Grip Carrying Handle.    
",B0C3MHG797,19 x 33 x 50 cm; 1.4 Kilograms,"Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020"
https://amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-174,Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,"₹5,699",4.4 out of 5 stars,174 ratings,"   Care Instructions: Wipe with Damp Cloth    [Multiple Pocket] -- Arctic Hunter original bag,100% guarantee,two-year warranty.6 zipper pockets store your items.2 front pockets+1 main pocket+1 laptop compartment+2 side pockets.the two front zipper pockets can store small and frequently used items.the main pocket is used for storing cloth,built in a X bucket to hold your clothing and an anti-theft zipper pocket.the laptop compartments have a 15.6 laptop pocket+a ipad pocket,the two pocket is very thick to protect your laptop and ipad.    [High quality premium business backpack]-- The Main body of this backpack made by 1680D Nylon fabric,so it's outstanding durable and breathable.the inside made by hiking bag polyester,which make it's abrasion and scratch resistant.the all zipper head is made of high quality metal.laptop and ipad pockets made by high-density foam for shockproof.these material make sure you can use it for a long time and can be a premium business backpack for you.    [Ergonomic travel bag]-- This backpack adopts with Ergonomic+Comfortable design.1) Microfiber Leather handle make you comfortable hold this backpack.2) The running shoe material back pad is more breathable.3) Strap that secure this backpack to the trolley trunk can free your hands and back.4) Water resistant material protect your items.5) The shoulder strap is thickness and made of running shoe material.6) Made by high quality material make sure load large weight for a long time.    [Outstanding backpack for laptop]--This arctic hunter bag have a different design,have a zipper compartment for laptop and ipad.this compartment built-in high-density foam to outstanding protect your laptop/ipad.and it can put into 2 laptops.this laptop compartment is not at main compartment,which make the main compartment store more clothing.so this design is very nice and More suitable as a laptop bag.    [Great value for money]-- This arctic hunter backpack is very nice for travel,business,school.this meterial and production exceed this price.don't worry it is not worth and it is a great present for birthday,Valentine's day,Father's day,Diwali,Christmas,The New Year.    
",B00492,21 x 31 x 45 cm; 1.5 Kilograms,B0B6FNPN76
https://amazon.in/Hammonds-Flycatcher-Genuine-Leather-Messenger/dp/B07MDTVDQH/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-175,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown |Fits Upto 14 Inch Laptop Bag/MacBook |Leather Bag for Men with Shoulder Straps |Crossbody Laptop Messenger Bag for Men","₹2,417",4.4 out of 5 stars,"2,419 ratings","   REAL LEATHER QUALITY : Premium Pure Real LEATHER: Crafted from tough, 100% Full-Grain Leather, which takes hits well and looks even better with age. Full-Grain Leather is the top layer of the buffalo skin which is the most expensive and toughest part. The distinguishing feature of this leather is that the leather may have Two Tone (i.e. shade of two colors), Original leather grain, and leathers are made through a totally 12 complete Process that are inherent characteristics.    MECHANISM:This Messenger Bag Has Main Interior Compartment With front pocket with zip For Added Security And A Fully Lined Interior That Includes Zip Pocket And Slip Pockets For Organization. One Rear Zip Pocket. The Compartment Has Dedicated Space For I Pad, Tablet, Phone & Other Small Accessories.    CRAFTMENSHIP, METAL FITTING AND REINFORCEMENT MATERIAL: Pure Leather Bags Get More Beautiful On Ageing. These Are Not Pu Which Will Contain Shine On Its Surface. Start Your Journey Now this Bag As A Messenger Bag, Shoulder Bag Or Laptop Bag. Suitable For Your School, Office, College, University, Meeting, And Business For Everyday Use. It Also Makes For A Great Present. It Is Also Most Important To Use Good Quality Metal Fittings And Reinforcement Materials.    WARRANTY DETAIL :Genuine Leather Product Can Be Used For Many Years. It Is Long Lasting If It Handled Carefully. Hammonds Flycatcher Offers 1 Year Warranty For The Products Against Any Manufacturing Defect. Keep Your Invoice Safe, If You Find Any Problem Please Contact With Us. You Can Get Fast Replacement Facility From Hammonds Flycatcher ; There might be minor color variation between actual product and image on screen due to photography effect    
",B07MDTVDQH,37 x 7 x 27 cm; 1.09 Kilograms,"Hindustan Foam, Kolkata 700039"
https://amazon.in/Waterproof-Backpack-College-Business-Dimensions/dp/B0BW95MXRJ/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1692657815&sprefix=ba%2Caps%2C283&sr=8-176,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹486,4.6 out of 5 stars,3 ratings,"   Colour- Black; Material- Polyester    Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper    Strap Type: Adjustable; Compartment Description: Up To 16 Inches; Water Resistance Level: Water Resistant    Strap Type: Shoulder Strap; Age Range Description: Adult    
",DORI,42 x 30 x 17 cm,B0BW95MXRJ
